"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"5149",4584.03045343371,1.09973816959892,0.096330558447098,11.4162960054142,3.46697187568534e-30,9.54777723131775e-28
"100133941",3753.43352146071,0.731734491233591,0.0641213201665577,11.4117190558909,3.65434895527642e-30,9.93800198387422e-28
"10207",341.164980484129,-1.98494357813357,0.173992407416185,-11.4082195172209,3.80436750472731e-30,1.02182493126972e-27
"157638",232.933090147237,-2.48544113465053,0.218223602659363,-11.3894239869653,4.72100213950285e-30,1.25256247008566e-27
"7169",3248.44389592683,0.973728350722493,0.085558274242202,11.3808788144326,5.20723275820504e-30,1.36492236009047e-27
"58191",75.2299695222726,-3.73378615548567,0.328201974342702,-11.3764890140086,5.47602118315447e-30,1.41828948643701e-27
"203447",62.3931405300447,-4.15719096711831,0.365666531867158,-11.3688035541316,5.98016709353171e-30,1.53064135631619e-27
"57198",135.781117637725,-2.1839809852919,0.192232742857406,-11.3611289774497,6.52953039230685e-30,1.65181933970962e-27
"5055",162.437647035818,-3.59939824838797,0.316849980306018,-11.359944680797,6.6186535720161e-30,1.65511985187106e-27
"949",1176.02867767484,-0.823343395883824,0.0725949144252978,-11.3416125964453,8.16262896521789e-30,2.01802449735546e-27
"79993",80.311671173823,-3.92616273221834,0.346883595444332,-11.3183868703541,1.06411965581295e-29,2.60123452043445e-27
"6491",173.493441883215,-2.20106333802366,0.194957428509252,-11.2899690709616,1.47088422920994e-29,3.55561747674349e-27
"57136",653.706707782323,-1.91762763460926,0.170074550922403,-11.2752179806383,1.73947254953057e-29,4.15867744918539e-27
"146664",1709.74570770705,0.843282193142878,0.0748066748496335,11.2728201706323,1.78751136395729e-29,4.22707578633205e-27
"57482",91.4465996210749,-2.33986805450112,0.208011993259484,-11.2487170467246,2.34985119525278e-29,5.49713576386231e-27
"57167",264.252726605511,-1.5718006880296,0.141036263976256,-11.1446563012632,7.60372938797609e-29,1.75985889962562e-26
"115572",190.867241823684,-2.78393508063175,0.250280560846681,-11.1232573205601,9.66765998487991e-29,2.21399590137945e-26
"6692",3891.23549564176,-1.15022356299024,0.10409045728425,-11.0502306647497,2.1865235077493e-28,4.95520889943685e-26
"147699",1253.31925524882,1.34194187690638,0.121622675656305,11.0336486980322,2.6297478449115e-28,5.89822619730871e-26
"114990",160.694994518118,-1.78032858318651,0.161398148100175,-11.0306630165391,2.71853417363428e-28,6.03514586546809e-26
"3909",103.056402210928,-3.11508068535083,0.283081379444494,-11.0041878821692,3.64787795749206e-28,8.01648816597952e-26
"23530",98.8835859078241,-2.27183579310549,0.206825572843143,-10.9843079938111,4.54709921945544e-28,9.89266906184726e-26
"79838",148.952443385875,-2.45766798403489,0.224504583719292,-10.9470726313001,6.86298386636883e-28,1.47832749501703e-25
"440193",130.592415240469,-3.74161110607941,0.342197100973761,-10.9340818359718,7.92036626034758e-28,1.68936753294237e-25
